iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FN	F1_TP+FP	Accuracy_SumError	Accuracy_SumWeight
498	77	101	77	80	77	80	101	92	119
499	76	100	76	80	76	80	100	91	119
500	77	102	77	80	77	80	102	91	119
501	76	100	76	80	76	80	100	91	119
502	76	100	76	80	76	80	100	91	119
503	76	100	76	80	76	80	100	91	119
504	76	100	76	80	76	80	100	91	119
505	76	100	76	80	76	80	100	91	119
506	76	100	76	80	76	80	100	91	119
507	76	101	76	80	76	80	101	90	119
508	76	100	76	80	76	80	100	91	119
509	76	100	76	80	76	80	100	91	119
510	76	100	76	80	76	80	100	91	119
511	76	100	76	80	76	80	100	91	119
512	77	101	77	80	77	80	101	92	119
513	77	101	77	80	77	80	101	92	119
514	77	101	77	80	77	80	101	92	119
515	77	101	77	80	77	80	101	92	119
516	76	100	76	80	76	80	100	91	119
517	76	100	76	80	76	80	100	91	119
518	76	100	76	80	76	80	100	91	119
519	76	100	76	80	76	80	100	91	119
520	76	100	76	80	76	80	100	91	119
521	77	101	77	80	77	80	101	92	119
522	77	101	77	80	77	80	101	92	119
523	76	100	76	80	76	80	100	91	119
524	77	101	77	80	77	80	101	92	119
525	77	101	77	80	77	80	101	92	119
526	77	101	77	80	77	80	101	92	119
527	77	101	77	80	77	80	101	92	119
528	77	101	77	80	77	80	101	92	119
529	77	101	77	80	77	80	101	92	119
530	77	101	77	80	77	80	101	92	119
531	77	101	77	80	77	80	101	92	119
532	77	101	77	80	77	80	101	92	119
533	77	101	77	80	77	80	101	92	119
534	77	101	77	80	77	80	101	92	119
535	77	101	77	80	77	80	101	92	119
536	77	101	77	80	77	80	101	92	119
537	77	101	77	80	77	80	101	92	119
538	77	101	77	80	77	80	101	92	119
539	76	100	76	80	76	80	100	91	119
540	76	100	76	80	76	80	100	91	119
541	76	100	76	80	76	80	100	91	119
542	76	100	76	80	76	80	100	91	119
543	75	99	75	80	75	80	99	90	119
544	75	99	75	80	75	80	99	90	119
545	75	99	75	80	75	80	99	90	119
546	75	99	75	80	75	80	99	90	119
547	75	99	75	80	75	80	99	90	119
548	75	99	75	80	75	80	99	90	119
549	75	99	75	80	75	80	99	90	119
550	75	99	75	80	75	80	99	90	119
551	75	99	75	80	75	80	99	90	119
552	75	99	75	80	75	80	99	90	119
553	75	99	75	80	75	80	99	90	119
554	75	99	75	80	75	80	99	90	119
555	75	99	75	80	75	80	99	90	119
556	75	99	75	80	75	80	99	90	119
557	75	99	75	80	75	80	99	90	119
558	75	99	75	80	75	80	99	90	119
559	75	99	75	80	75	80	99	90	119
560	75	99	75	80	75	80	99	90	119
561	75	99	75	80	75	80	99	90	119
562	75	99	75	80	75	80	99	90	119
563	75	99	75	80	75	80	99	90	119
564	75	99	75	80	75	80	99	90	119
565	75	100	75	80	75	80	100	89	119
566	75	101	75	80	75	80	101	88	119
567	75	101	75	80	75	80	101	88	119
568	75	101	75	80	75	80	101	88	119
569	75	101	75	80	75	80	101	88	119
570	75	101	75	80	75	80	101	88	119
571	75	101	75	80	75	80	101	88	119
572	75	100	75	80	75	80	100	89	119
573	75	100	75	80	75	80	100	89	119
574	75	100	75	80	75	80	100	89	119
575	75	100	75	80	75	80	100	89	119
576	75	100	75	80	75	80	100	89	119
577	75	100	75	80	75	80	100	89	119
578	75	100	75	80	75	80	100	89	119
579	75	100	75	80	75	80	100	89	119
580	75	100	75	80	75	80	100	89	119
581	75	100	75	80	75	80	100	89	119
582	75	100	75	80	75	80	100	89	119
583	75	100	75	80	75	80	100	89	119
584	75	100	75	80	75	80	100	89	119
585	75	100	75	80	75	80	100	89	119
586	75	100	75	80	75	80	100	89	119
587	75	100	75	80	75	80	100	89	119
588	75	100	75	80	75	80	100	89	119
589	75	100	75	80	75	80	100	89	119
590	75	100	75	80	75	80	100	89	119
591	75	100	75	80	75	80	100	89	119
592	75	100	75	80	75	80	100	89	119
593	75	100	75	80	75	80	100	89	119
594	75	100	75	80	75	80	100	89	119
595	75	100	75	80	75	80	100	89	119
596	75	100	75	80	75	80	100	89	119
597	75	100	75	80	75	80	100	89	119
598	75	100	75	80	75	80	100	89	119
599	75	100	75	80	75	80	100	89	119
600	75	100	75	80	75	80	100	89	119
601	75	100	75	80	75	80	100	89	119
602	75	101	75	80	75	80	101	88	119
603	75	101	75	80	75	80	101	88	119
604	75	100	75	80	75	80	100	89	119
605	75	100	75	80	75	80	100	89	119
606	75	100	75	80	75	80	100	89	119
607	75	100	75	80	75	80	100	89	119
608	75	100	75	80	75	80	100	89	119
609	75	100	75	80	75	80	100	89	119
610	75	100	75	80	75	80	100	89	119
611	75	100	75	80	75	80	100	89	119
612	75	100	75	80	75	80	100	89	119
613	75	100	75	80	75	80	100	89	119
614	75	100	75	80	75	80	100	89	119
615	75	100	75	80	75	80	100	89	119
616	75	100	75	80	75	80	100	89	119
617	75	100	75	80	75	80	100	89	119
618	75	100	75	80	75	80	100	89	119
619	75	100	75	80	75	80	100	89	119
620	75	100	75	80	75	80	100	89	119
621	75	100	75	80	75	80	100	89	119
622	75	100	75	80	75	80	100	89	119
623	75	100	75	80	75	80	100	89	119
624	75	100	75	80	75	80	100	89	119
625	75	100	75	80	75	80	100	89	119
626	75	100	75	80	75	80	100	89	119
627	75	100	75	80	75	80	100	89	119
628	75	100	75	80	75	80	100	89	119
629	75	100	75	80	75	80	100	89	119
630	75	100	75	80	75	80	100	89	119
631	75	100	75	80	75	80	100	89	119
632	75	100	75	80	75	80	100	89	119
633	75	100	75	80	75	80	100	89	119
634	75	100	75	80	75	80	100	89	119
635	75	100	75	80	75	80	100	89	119
636	76	101	76	80	76	80	101	90	119
637	75	100	75	80	75	80	100	89	119
638	76	101	76	80	76	80	101	90	119
639	76	101	76	80	76	80	101	90	119
640	76	101	76	80	76	80	101	90	119
641	76	101	76	80	76	80	101	90	119
642	76	101	76	80	76	80	101	90	119
643	76	101	76	80	76	80	101	90	119
644	76	101	76	80	76	80	101	90	119
645	76	101	76	80	76	80	101	90	119
646	76	101	76	80	76	80	101	90	119
647	76	101	76	80	76	80	101	90	119
648	76	101	76	80	76	80	101	90	119
649	76	101	76	80	76	80	101	90	119
650	76	101	76	80	76	80	101	90	119
651	75	100	75	80	75	80	100	89	119
652	75	100	75	80	75	80	100	89	119
653	75	100	75	80	75	80	100	89	119
654	76	101	76	80	76	80	101	90	119
655	76	101	76	80	76	80	101	90	119
656	76	101	76	80	76	80	101	90	119
657	76	101	76	80	76	80	101	90	119
658	76	101	76	80	76	80	101	90	119
659	76	101	76	80	76	80	101	90	119
660	76	101	76	80	76	80	101	90	119
661	76	101	76	80	76	80	101	90	119
662	76	101	76	80	76	80	101	90	119
663	76	101	76	80	76	80	101	90	119
664	76	101	76	80	76	80	101	90	119
665	76	101	76	80	76	80	101	90	119
666	76	101	76	80	76	80	101	90	119
667	76	101	76	80	76	80	101	90	119
668	76	101	76	80	76	80	101	90	119
669	76	101	76	80	76	80	101	90	119
670	76	101	76	80	76	80	101	90	119
671	76	101	76	80	76	80	101	90	119
672	76	101	76	80	76	80	101	90	119
673	76	101	76	80	76	80	101	90	119
674	76	101	76	80	76	80	101	90	119
675	76	101	76	80	76	80	101	90	119
676	76	101	76	80	76	80	101	90	119
677	76	101	76	80	76	80	101	90	119
678	76	101	76	80	76	80	101	90	119
679	76	101	76	80	76	80	101	90	119
680	76	101	76	80	76	80	101	90	119
681	76	101	76	80	76	80	101	90	119
682	76	101	76	80	76	80	101	90	119
683	76	101	76	80	76	80	101	90	119
684	76	101	76	80	76	80	101	90	119
685	76	101	76	80	76	80	101	90	119
686	76	101	76	80	76	80	101	90	119
687	76	101	76	80	76	80	101	90	119
688	76	101	76	80	76	80	101	90	119
689	76	101	76	80	76	80	101	90	119
690	76	101	76	80	76	80	101	90	119
691	76	101	76	80	76	80	101	90	119
692	76	101	76	80	76	80	101	90	119
693	76	101	76	80	76	80	101	90	119
694	76	101	76	80	76	80	101	90	119
695	76	101	76	80	76	80	101	90	119
696	76	101	76	80	76	80	101	90	119
697	76	101	76	80	76	80	101	90	119
698	76	101	76	80	76	80	101	90	119
699	76	101	76	80	76	80	101	90	119
700	76	101	76	80	76	80	101	90	119
701	76	101	76	80	76	80	101	90	119
702	76	101	76	80	76	80	101	90	119
703	76	101	76	80	76	80	101	90	119
704	76	101	76	80	76	80	101	90	119
705	76	101	76	80	76	80	101	90	119
706	76	101	76	80	76	80	101	90	119
707	76	101	76	80	76	80	101	90	119
708	76	101	76	80	76	80	101	90	119
709	76	101	76	80	76	80	101	90	119
710	76	101	76	80	76	80	101	90	119
711	76	101	76	80	76	80	101	90	119
712	76	101	76	80	76	80	101	90	119
713	76	101	76	80	76	80	101	90	119
714	76	101	76	80	76	80	101	90	119
715	76	101	76	80	76	80	101	90	119
716	76	101	76	80	76	80	101	90	119
717	76	101	76	80	76	80	101	90	119
718	76	101	76	80	76	80	101	90	119
719	76	101	76	80	76	80	101	90	119
720	76	101	76	80	76	80	101	90	119
721	76	101	76	80	76	80	101	90	119
722	76	101	76	80	76	80	101	90	119
723	76	101	76	80	76	80	101	90	119
724	76	101	76	80	76	80	101	90	119
725	76	101	76	80	76	80	101	90	119
726	76	101	76	80	76	80	101	90	119
727	76	101	76	80	76	80	101	90	119
728	76	101	76	80	76	80	101	90	119
729	76	101	76	80	76	80	101	90	119
730	76	101	76	80	76	80	101	90	119
731	76	101	76	80	76	80	101	90	119
732	76	101	76	80	76	80	101	90	119
733	76	101	76	80	76	80	101	90	119
734	76	101	76	80	76	80	101	90	119
735	76	101	76	80	76	80	101	90	119
736	76	101	76	80	76	80	101	90	119
737	76	101	76	80	76	80	101	90	119
738	76	101	76	80	76	80	101	90	119
739	76	101	76	80	76	80	101	90	119
740	76	101	76	80	76	80	101	90	119
741	76	101	76	80	76	80	101	90	119
742	76	101	76	80	76	80	101	90	119
743	76	101	76	80	76	80	101	90	119
744	76	101	76	80	76	80	101	90	119
745	76	101	76	80	76	80	101	90	119
746	76	101	76	80	76	80	101	90	119
747	76	101	76	80	76	80	101	90	119
748	76	101	76	80	76	80	101	90	119
749	76	101	76	80	76	80	101	90	119
750	76	101	76	80	76	80	101	90	119
751	76	101	76	80	76	80	101	90	119
752	76	101	76	80	76	80	101	90	119
753	76	101	76	80	76	80	101	90	119
754	76	101	76	80	76	80	101	90	119
755	76	101	76	80	76	80	101	90	119
756	76	101	76	80	76	80	101	90	119
757	76	101	76	80	76	80	101	90	119
758	76	101	76	80	76	80	101	90	119
759	76	101	76	80	76	80	101	90	119
760	76	101	76	80	76	80	101	90	119
761	76	101	76	80	76	80	101	90	119
762	76	101	76	80	76	80	101	90	119
763	76	101	76	80	76	80	101	90	119
764	76	101	76	80	76	80	101	90	119
765	76	101	76	80	76	80	101	90	119
766	76	101	76	80	76	80	101	90	119
767	76	101	76	80	76	80	101	90	119
768	76	101	76	80	76	80	101	90	119
769	76	101	76	80	76	80	101	90	119
770	76	101	76	80	76	80	101	90	119
771	76	101	76	80	76	80	101	90	119
772	76	101	76	80	76	80	101	90	119
773	76	101	76	80	76	80	101	90	119
774	76	101	76	80	76	80	101	90	119
775	76	101	76	80	76	80	101	90	119
776	76	101	76	80	76	80	101	90	119
777	76	101	76	80	76	80	101	90	119
778	76	101	76	80	76	80	101	90	119
779	76	101	76	80	76	80	101	90	119
780	76	101	76	80	76	80	101	90	119
781	76	101	76	80	76	80	101	90	119
782	76	101	76	80	76	80	101	90	119
783	76	101	76	80	76	80	101	90	119
784	76	101	76	80	76	80	101	90	119
785	76	101	76	80	76	80	101	90	119
786	76	101	76	80	76	80	101	90	119
787	76	101	76	80	76	80	101	90	119
788	76	101	76	80	76	80	101	90	119
789	76	101	76	80	76	80	101	90	119
790	76	101	76	80	76	80	101	90	119
791	76	101	76	80	76	80	101	90	119
792	76	101	76	80	76	80	101	90	119
793	76	101	76	80	76	80	101	90	119
794	76	101	76	80	76	80	101	90	119
795	76	101	76	80	76	80	101	90	119
796	76	101	76	80	76	80	101	90	119
797	76	101	76	80	76	80	101	90	119
798	76	101	76	80	76	80	101	90	119
799	76	101	76	80	76	80	101	90	119
800	76	101	76	80	76	80	101	90	119
801	76	101	76	80	76	80	101	90	119
802	76	101	76	80	76	80	101	90	119
803	76	101	76	80	76	80	101	90	119
804	76	101	76	80	76	80	101	90	119
805	76	101	76	80	76	80	101	90	119
806	76	101	76	80	76	80	101	90	119
807	76	101	76	80	76	80	101	90	119
808	76	101	76	80	76	80	101	90	119
809	76	101	76	80	76	80	101	90	119
810	76	101	76	80	76	80	101	90	119
811	76	101	76	80	76	80	101	90	119
812	76	101	76	80	76	80	101	90	119
813	76	101	76	80	76	80	101	90	119
814	76	101	76	80	76	80	101	90	119
815	76	101	76	80	76	80	101	90	119
816	76	101	76	80	76	80	101	90	119
817	76	101	76	80	76	80	101	90	119
818	76	101	76	80	76	80	101	90	119
819	76	101	76	80	76	80	101	90	119
820	76	101	76	80	76	80	101	90	119
821	76	101	76	80	76	80	101	90	119
822	76	101	76	80	76	80	101	90	119
823	76	101	76	80	76	80	101	90	119
824	76	101	76	80	76	80	101	90	119
825	76	101	76	80	76	80	101	90	119
826	76	101	76	80	76	80	101	90	119
827	76	101	76	80	76	80	101	90	119
828	76	101	76	80	76	80	101	90	119
829	76	101	76	80	76	80	101	90	119
830	76	101	76	80	76	80	101	90	119
831	76	101	76	80	76	80	101	90	119
832	76	101	76	80	76	80	101	90	119
833	76	101	76	80	76	80	101	90	119
834	76	101	76	80	76	80	101	90	119
835	76	101	76	80	76	80	101	90	119
836	76	101	76	80	76	80	101	90	119
837	76	101	76	80	76	80	101	90	119
838	76	101	76	80	76	80	101	90	119
839	76	101	76	80	76	80	101	90	119
840	76	101	76	80	76	80	101	90	119
841	76	101	76	80	76	80	101	90	119
842	76	101	76	80	76	80	101	90	119
843	76	101	76	80	76	80	101	90	119
844	76	101	76	80	76	80	101	90	119
845	76	101	76	80	76	80	101	90	119
846	76	101	76	80	76	80	101	90	119
847	76	101	76	80	76	80	101	90	119
848	76	101	76	80	76	80	101	90	119
849	76	101	76	80	76	80	101	90	119
850	76	101	76	80	76	80	101	90	119
851	76	101	76	80	76	80	101	90	119
852	76	101	76	80	76	80	101	90	119
853	76	101	76	80	76	80	101	90	119
854	76	101	76	80	76	80	101	90	119
855	76	101	76	80	76	80	101	90	119
856	76	101	76	80	76	80	101	90	119
857	76	101	76	80	76	80	101	90	119
858	76	101	76	80	76	80	101	90	119
859	76	101	76	80	76	80	101	90	119
860	76	101	76	80	76	80	101	90	119
861	76	101	76	80	76	80	101	90	119
862	76	101	76	80	76	80	101	90	119
863	76	101	76	80	76	80	101	90	119
864	76	101	76	80	76	80	101	90	119
865	76	101	76	80	76	80	101	90	119
866	76	101	76	80	76	80	101	90	119
867	76	101	76	80	76	80	101	90	119
868	76	101	76	80	76	80	101	90	119
869	76	101	76	80	76	80	101	90	119
870	76	101	76	80	76	80	101	90	119
871	76	101	76	80	76	80	101	90	119
872	76	101	76	80	76	80	101	90	119
873	76	101	76	80	76	80	101	90	119
874	76	101	76	80	76	80	101	90	119
875	76	101	76	80	76	80	101	90	119
876	76	101	76	80	76	80	101	90	119
877	76	101	76	80	76	80	101	90	119
878	76	101	76	80	76	80	101	90	119
879	76	101	76	80	76	80	101	90	119
880	76	101	76	80	76	80	101	90	119
881	76	101	76	80	76	80	101	90	119
882	76	101	76	80	76	80	101	90	119
883	76	101	76	80	76	80	101	90	119
884	76	101	76	80	76	80	101	90	119
885	76	101	76	80	76	80	101	90	119
886	76	101	76	80	76	80	101	90	119
887	76	101	76	80	76	80	101	90	119
888	76	101	76	80	76	80	101	90	119
889	76	101	76	80	76	80	101	90	119
890	76	101	76	80	76	80	101	90	119
891	76	101	76	80	76	80	101	90	119
892	76	101	76	80	76	80	101	90	119
893	76	101	76	80	76	80	101	90	119
894	76	101	76	80	76	80	101	90	119
895	76	101	76	80	76	80	101	90	119
896	76	101	76	80	76	80	101	90	119
897	76	101	76	80	76	80	101	90	119
898	76	101	76	80	76	80	101	90	119
899	76	101	76	80	76	80	101	90	119
900	76	101	76	80	76	80	101	90	119
901	76	101	76	80	76	80	101	90	119
902	76	101	76	80	76	80	101	90	119
903	76	101	76	80	76	80	101	90	119
904	76	101	76	80	76	80	101	90	119
905	76	101	76	80	76	80	101	90	119
906	76	101	76	80	76	80	101	90	119
907	76	101	76	80	76	80	101	90	119
908	76	101	76	80	76	80	101	90	119
909	76	101	76	80	76	80	101	90	119
910	76	101	76	80	76	80	101	90	119
911	76	101	76	80	76	80	101	90	119
912	76	101	76	80	76	80	101	90	119
913	76	101	76	80	76	80	101	90	119
914	76	101	76	80	76	80	101	90	119
915	76	101	76	80	76	80	101	90	119
916	76	101	76	80	76	80	101	90	119
917	76	101	76	80	76	80	101	90	119
918	76	101	76	80	76	80	101	90	119
919	76	101	76	80	76	80	101	90	119
920	76	101	76	80	76	80	101	90	119
921	76	101	76	80	76	80	101	90	119
922	76	101	76	80	76	80	101	90	119
923	76	101	76	80	76	80	101	90	119
924	76	101	76	80	76	80	101	90	119
925	76	101	76	80	76	80	101	90	119
926	76	101	76	80	76	80	101	90	119
927	76	101	76	80	76	80	101	90	119
928	76	101	76	80	76	80	101	90	119
929	76	101	76	80	76	80	101	90	119
930	76	101	76	80	76	80	101	90	119
931	76	101	76	80	76	80	101	90	119
932	76	101	76	80	76	80	101	90	119
933	76	101	76	80	76	80	101	90	119
934	76	101	76	80	76	80	101	90	119
935	76	101	76	80	76	80	101	90	119
936	76	101	76	80	76	80	101	90	119
937	76	101	76	80	76	80	101	90	119
938	76	101	76	80	76	80	101	90	119
939	76	101	76	80	76	80	101	90	119
940	76	101	76	80	76	80	101	90	119
941	76	101	76	80	76	80	101	90	119
942	76	101	76	80	76	80	101	90	119
943	76	101	76	80	76	80	101	90	119
944	76	101	76	80	76	80	101	90	119
945	76	101	76	80	76	80	101	90	119
946	76	101	76	80	76	80	101	90	119
947	76	101	76	80	76	80	101	90	119
948	76	101	76	80	76	80	101	90	119
949	76	101	76	80	76	80	101	90	119
950	76	101	76	80	76	80	101	90	119
951	76	101	76	80	76	80	101	90	119
952	76	101	76	80	76	80	101	90	119
953	76	101	76	80	76	80	101	90	119
954	76	101	76	80	76	80	101	90	119
955	76	101	76	80	76	80	101	90	119
956	76	101	76	80	76	80	101	90	119
957	76	101	76	80	76	80	101	90	119
958	76	101	76	80	76	80	101	90	119
959	76	101	76	80	76	80	101	90	119
960	76	101	76	80	76	80	101	90	119
961	76	101	76	80	76	80	101	90	119
962	76	101	76	80	76	80	101	90	119
963	76	101	76	80	76	80	101	90	119
964	76	101	76	80	76	80	101	90	119
965	76	101	76	80	76	80	101	90	119
966	76	101	76	80	76	80	101	90	119
967	76	101	76	80	76	80	101	90	119
968	76	101	76	80	76	80	101	90	119
969	76	101	76	80	76	80	101	90	119
970	76	101	76	80	76	80	101	90	119
971	76	101	76	80	76	80	101	90	119
972	76	101	76	80	76	80	101	90	119
973	76	101	76	80	76	80	101	90	119
974	76	101	76	80	76	80	101	90	119
975	76	101	76	80	76	80	101	90	119
976	76	101	76	80	76	80	101	90	119
977	76	101	76	80	76	80	101	90	119
978	76	101	76	80	76	80	101	90	119
979	76	101	76	80	76	80	101	90	119
980	76	101	76	80	76	80	101	90	119
981	76	101	76	80	76	80	101	90	119
982	76	101	76	80	76	80	101	90	119
983	76	101	76	80	76	80	101	90	119
984	76	101	76	80	76	80	101	90	119
985	76	101	76	80	76	80	101	90	119
986	76	101	76	80	76	80	101	90	119
987	76	101	76	80	76	80	101	90	119
988	76	101	76	80	76	80	101	90	119
989	76	101	76	80	76	80	101	90	119
990	76	101	76	80	76	80	101	90	119
991	76	101	76	80	76	80	101	90	119
992	76	101	76	80	76	80	101	90	119
993	76	101	76	80	76	80	101	90	119
994	76	101	76	80	76	80	101	90	119
995	76	101	76	80	76	80	101	90	119
996	76	101	76	80	76	80	101	90	119
997	76	101	76	80	76	80	101	90	119
998	76	101	76	80	76	80	101	90	119
999	76	101	76	80	76	80	101	90	119
